X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X8	X9
sq81	2	339	5	305	10	109	4	610	39	7	182	122	18	964	1939	19	1401	16	304	11	97	0	50	5	15	976	43	1038	14	20	797	30	607	5	11	106	152	373	88	7	121	14	731	23	624	594	3	303	5	13	15	309	28	201	42	280	31	16	160	11	472	26	946	8	335	1	15	96	0	3	0	488	6
sq82	35	163	48	48	26	45	3	380	63	141	857	592	194	779	868	70	503	38	60	12	14	30	327	26	250	1435	156	627	27	21	256	129	457	81	42	97	116	319	329	135	322	137	1040	81	886	141	77	591	98	72	52	486	28	150	235	457	134	29	250	19	217	19	277	19	76	1	169	67	0	0	0	369	64
sq83	120	62	44	17	2	42	44	53	125	128	104	408	194	73	371	47	75	54	4	8	5	658	1061	212	795	291	450	250	61	27	8	58	22	812	52	11	220	310	127	180	211	413	64	1402	462	71	91	46	206	132	149	264	116	426	747	359	91	119	30	156	44	61	85	37	74	8	2653	27	1	0	0	29	48
sq84	1	93	2	5	1	0	0	413	69	7	246	83	49	1149	2209	70	1208	6	65	0	4	1	51	1	27	1687	82	1563	27	24	501	6	51	6	1	3	308	440	117	16	177	12	1966	35	569	621	8	90	0	0	0	17	26	152	69	223	58	7	305	34	395	42	510	0	13	0	9	0	0	1	0	253	21
sq85	2	2784	3088	225	646	19	7	1916	1489	0	0	0	155	253	1372	243	1144	949	1075	12	14	3	0	3	0	1	8	1	4	2	7	19	15	0	62	70	10	1	0	4	4	1	1	7	10	13	13	29	3	2	4	9	9	43	1	10	0	1	0	4	2	6	27	13	43	12	9	22	0	0	0	165	124
sq86	12	369	34	161	63	79	5	526	86	57	485	307	59	504	1031	20	533	46	194	10	32	30	189	37	35	408	24	354	17	12	226	142	792	35	156	411	94	201	221	26	165	22	326	28	489	193	64	1043	80	110	62	1577	69	416	201	251	121	7	87	21	123	38	507	60	484	4	52	536	0	0	0	228	21
sq87	42	1	0	0	2	0	0	66	25	114	307	129	258	502	539	80	177	25	0	0	2	142	61	114	850	3331	375	935	60	64	82	2	0	55	0	0	65	523	365	74	164	498	1921	141	297	113	18	44	1	2	1	2	6	11	773	187	147	35	521	19	570	0	74	0	0	0	198	0	0	1	0	123	117
sq88	8	827	192	529	232	333	43	372	45	15	173	167	64	685	896	32	1191	72	519	66	156	11	108	16	36	782	68	526	28	24	258	54	340	15	103	217	144	159	118	49	257	22	487	57	461	355	23	325	9	20	42	214	31	164	137	240	79	16	115	77	153	127	445	124	428	29	18	585	0	1	0	273	30
sq89	2	251	10	301	19	71	2	439	29	3	200	143	31	971	1135	32	1528	22	245	8	95	2	48	1	22	1120	51	926	25	33	763	23	374	1	2	19	99	450	97	2	142	20	749	47	517	574	6	276	2	3	0	31	23	225	93	338	47	3	234	20	527	21	713	13	105	2	17	102	0	0	0	512	17
sq90	2	87	6	12	30	13	13	180	81	43	400	254	55	473	574	30	406	16	28	7	3	7	123	4	29	804	70	443	20	3	198	293	926	8	172	297	205	224	190	17	137	26	536	31	546	179	69	774	97	132	188	2862	57	231	103	262	55	13	145	13	195	18	242	37	237	23	43	102	0	0	0	204	20
sq91	51	188	647	11	162	5	13	149	181	358	50	30	740	80	287	379	245	677	108	12	14	89	34	76	414	89	657	153	234	209	89	933	183	172	175	16	367	124	15	48	60	262	97	406	62	74	309	89	695	202	247	720	86	245	85	69	44	23	68	87	104	142	436	46	375	2	267	97	0	0	0	44	354
sq92	3	758	61	1560	762	427	100	314	34	16	63	56	42	271	424	13	815	56	1722	157	373	2	53	1	25	120	43	167	14	22	218	106	483	7	100	99	23	83	8	3	55	11	84	11	246	258	19	157	5	1	3	41	26	139	10	99	6	3	39	16	161	34	586	208	1407	57	10	824	0	1	0	70	10
sq93	15	2	0	0	0	0	0	8	2	19	559	749	11	90	41	0	32	1	2	1	0	75	461	110	14	156	3	49	1	2	26	7	63	33	0	0	8	31	880	41	1182	5	58	4	286	41	5	359	10	3	1	44	9	77	4624	276	3469	3	28	1	25	0	43	5	9	1	20	2	0	0	0	17	2
sq94	46	60	22	28	10	54	8	292	55	170	1118	1047	91	549	395	19	412	10	20	3	24	8	411	10	32	396	17	152	3	3	70	143	1075	50	120	413	75	135	197	10	242	27	203	14	681	93	127	849	99	126	86	1897	57	315	113	438	58	3	72	15	59	5	107	14	51	8	41	171	0	0	0	331	32
sq95	2	796	14	1773	197	953	64	165	36	0	27	21	8	205	314	7	624	9	1193	95	380	0	6	0	2	159	9	157	4	3	170	36	583	0	54	154	83	76	14	0	39	5	94	7	112	227	2	242	4	1	3	108	35	165	23	84	12	1	22	10	46	16	346	157	1758	10	2	1505	0	0	0	110	7
sq96	4	55	2	4	0	1	0	357	36	25	581	305	41	807	1032	35	786	14	20	1	2	2	155	4	19	1129	41	608	12	15	378	57	384	9	7	12	127	262	190	11	282	26	827	13	545	298	22	489	27	37	35	1002	46	237	342	250	224	12	196	25	251	17	369	1	35	1	21	8	0	0	0	253	16
sq97	0	247	19	957	608	3424	466	48	12	1	6	2	1	22	69	2	41	4	352	829	1825	4	3	1	0	11	3	23	2	3	31	37	455	1	196	516	36	38	10	1	3	1	2	6	13	8	16	98	2	9	4	71	27	94	5	5	2	0	2	3	4	9	111	316	821	136	2	1245	0	0	0	13	2
sq98	5	197	13	86	53	27	4	588	40	22	224	139	47	894	1221	19	1216	26	127	10	16	10	85	15	19	918	22	656	16	5	650	31	197	15	14	18	144	347	155	2	220	12	538	19	554	466	23	204	1	0	0	13	34	197	141	329	93	3	169	14	350	10	598	23	143	0	13	81	2	0	0	572	17
sq99	156	0	1	0	1	0	0	1	51	392	2	3	314	2	9	90	5	40	0	0	1	316	4	361	695	2	378	0	32	24	0	8	0	473	6	0	459	22	0	3508	90	529	4	179	0	0	35	0	43	359	238	8	14	6	125	6	55	1291	42	1698	36	253	6	6	2	2	518	0	0	0	0	0	152
sq100	68	0	289	0	219	59	295	0	110	309	0	0	189	0	0	122	0	587	27	115	5	15	0	9	50	1	106	0	76	60	0	1029	1	219	487	1	150	9	1	400	8	34	1	236	1	0	408	0	581	2740	560	139	265	102	5	0	2	77	1	216	4	1102	98	174	774	6	228	77	0	0	0	1	175
sq101	160	3	35	1	1	1	1	37	139	449	257	94	600	214	189	326	78	231	2	2	3	115	55	160	491	338	594	98	147	161	35	520	26	669	28	2	88	129	128	26	190	431	222	492	152	21	387	81	947	115	37	758	29	122	218	52	108	13	133	27	214	15	248	2	19	1	741	2	0	0	0	73	389
sq102	0	31	1	2	0	0	0	147	18	8	203	136	69	1139	631	26	764	7	14	0	0	8	96	27	60	2492	40	832	9	4	327	1	14	11	0	0	127	283	213	49	548	60	1278	8	575	296	0	23	0	1	0	3	12	76	313	330	182	15	360	23	332	13	210	0	3	0	21	0	0	0	0	248	16
sq103	0	732	14	214	25	94	11	528	15	2	187	141	4	748	976	8	1276	9	360	20	51	1	95	2	10	567	13	323	3	5	287	18	452	1	48	185	34	157	73	1	170	2	314	13	449	383	1	420	9	0	6	280	18	246	63	271	50	1	117	9	160	11	409	51	357	18	1	419	0	0	0	376	4
sq104	0	499	14	526	165	427	50	164	21	7	71	53	19	516	551	24	1310	19	454	89	220	2	57	3	3	566	24	383	6	2	558	56	359	1	74	114	165	132	34	2	116	8	256	3	179	440	6	223	5	0	9	150	72	239	41	227	46	3	70	15	167	27	485	120	753	6	9	552	0	0	0	189	9
sq105	9	322	41	409	474	222	55	254	88	11	72	87	35	234	731	28	518	32	440	123	139	2	42	5	9	177	23	139	10	10	138	107	310	7	118	173	124	108	27	7	20	5	85	31	211	178	24	204	4	8	16	156	63	225	20	117	9	3	32	14	87	41	450	416	2489	100	30	864	0	1	0	159	28
sq106	2	238	6	909	171	451	53	171	33	6	96	81	3	238	669	9	552	10	665	150	513	3	42	0	3	160	5	166	5	2	237	52	801	1	89	529	74	90	34	0	34	1	83	4	241	205	5	290	8	15	10	544	51	201	25	123	12	2	43	2	99	14	545	72	849	34	2	968	0	0	0	104	2
sq107	0	286	51	74	44	80	9	400	116	18	247	151	46	347	663	20	560	29	163	10	19	0	73	5	15	115	29	199	5	9	122	237	1177	14	417	713	60	96	42	2	37	7	82	24	420	146	76	1066	51	51	50	792	44	283	16	244	12	1	37	9	37	16	382	29	319	4	27	525	0	0	0	210	17
sq108	2	34	1	9	0	6	0	171	3	7	606	582	16	933	364	7	504	0	6	1	1	7	324	7	6	1565	4	260	0	0	98	5	225	9	8	26	25	115	358	14	575	8	468	0	832	87	1	272	7	14	10	654	20	120	518	474	343	3	223	7	153	0	59	8	24	1	13	34	0	0	0	287	2
sq109	6	76	18	14	58	25	18	468	140	44	451	179	59	564	760	43	842	23	48	18	8	2	78	2	19	253	46	182	12	7	115	261	724	15	513	519	98	221	75	2	73	32	122	70	431	332	69	617	32	174	61	288	51	222	35	235	19	4	72	9	81	49	222	355	183	25	17	225	0	1	0	300	34
sq110	12	183	960	29	500	32	38	78	109	76	6	3	178	13	73	188	107	1237	163	82	33	1	9	8	41	7	228	24	268	262	37	1856	271	49	202	16	66	41	4	13	5	46	2	228	14	23	320	83	273	40	50	279	60	236	5	11	3	5	11	18	30	163	606	52	856	2	112	199	0	0	0	7	139
sq111	56	0	0	0	0	0	0	15	14	301	377	313	281	343	193	15	126	5	0	0	0	232	198	198	710	1049	314	405	46	26	76	29	19	210	0	0	28	237	340	33	446	574	454	91	441	46	118	190	104	9	1	106	4	28	925	261	278	22	350	8	338	0	24	0	0	0	163	0	0	0	0	113	41
sq112	0	993	21	730	23	676	7	354	10	2	149	124	6	338	639	4	579	20	794	35	1140	2	74	0	6	190	5	188	3	3	148	17	491	2	28	480	24	57	59	5	91	1	108	3	270	124	2	293	4	11	6	360	11	158	52	153	39	0	66	2	78	4	334	6	92	1	1	367	0	0	0	253	4
sq113	0	627	19	194	19	107	9	342	8	4	209	169	16	711	664	23	963	11	289	13	37	2	95	3	5	650	14	276	4	2	264	17	287	5	30	169	48	167	118	10	295	2	321	16	395	266	3	320	8	6	7	379	30	222	261	274	167	3	142	5	153	9	281	46	371	17	12	456	0	1	0	241	3
sq114	0	237	5	199	50	30	5	393	70	9	71	58	53	693	755	23	1726	10	382	7	23	1	44	0	22	417	57	480	22	18	559	24	155	6	8	10	87	270	32	0	121	30	322	23	457	790	9	115	0	5	1	25	30	194	18	172	13	2	143	41	342	33	748	45	287	4	8	55	0	0	0	200	3
sq115	0	95	0	4	0	2	1	629	49	4	224	64	40	674	1255	21	1253	15	62	0	0	0	70	2	7	775	27	872	6	15	548	7	92	5	0	1	27	264	104	6	129	5	651	11	364	497	3	89	3	4	0	51	11	137	112	264	74	13	151	33	207	43	456	0	18	0	11	0	1	0	0	476	15
sq116	10	20	18	61	160	188	166	18	18	40	16	13	32	36	21	5	24	3	15	99	61	20	8	15	20	53	11	37	3	5	6	301	170	20	2302	540	69	20	23	14	18	14	40	12	34	10	58	153	562	260	682	1961	83	134	34	35	13	1	6	6	8	8	28	101	535	237	16	1162	0	0	0	11	7
sq117	127	1	472	0	15	0	4	5	526	154	0	1	584	0	3	207	1	589	5	0	5	8	1	12	273	1	549	2	228	184	0	94	1	208	12	0	635	18	0	241	8	229	1	1122	0	0	237	0	176	180	77	16	97	28	3	0	1	178	14	527	33	1570	128	14	18	1	360	0	0	0	0	1	544
sq118	3	3	0	1	0	0	0	133	26	102	587	370	138	979	492	26	484	4	2	0	1	6	248	5	19	855	23	616	6	5	370	30	164	10	9	2	86	219	172	5	296	8	481	12	721	242	29	245	34	4	1	319	20	160	140	549	137	3	161	1	236	1	147	3	17	0	22	6	0	0	0	447	26
sq119	7	701	49	319	16	113	7	278	29	21	494	417	26	530	353	10	672	25	291	5	30	2	250	2	9	186	6	36	1	6	24	37	526	11	71	251	6	17	78	10	232	3	55	4	478	74	24	515	43	16	9	656	24	157	80	333	51	1	34	1	26	4	104	44	627	17	18	701	0	0	0	188	12
sq120	19	109	89	128	270	381	126	170	70	55	86	72	47	70	223	56	81	81	101	298	179	5	42	0	15	25	12	18	5	7	12	332	289	27	1461	1163	20	37	10	12	16	4	11	23	72	26	144	209	122	69	237	996	24	157	8	30	4	1	12	2	13	16	99	73	377	86	43	1136	0	0	0	36	67
sq121	5	3	0	0	0	0	0	190	6	14	67	20	34	672	605	12	821	5	6	0	0	11	18	35	45	1150	33	750	16	27	1359	2	31	20	0	2	64	396	90	17	167	28	561	19	263	559	7	23	3	5	0	8	16	126	137	206	97	9	193	9	393	7	588	3	0	0	13	0	0	1	0	299	7
sq122	13	48	34	77	373	55	67	124	75	39	76	36	443	291	331	129	417	75	128	82	52	8	24	16	183	354	350	256	124	98	188	376	282	40	126	49	302	224	33	25	69	99	218	124	139	123	14	86	27	7	14	38	33	118	19	137	12	13	89	99	141	113	260	323	1109	56	129	206	0	0	0	70	186
sq123	8	5	0	0	0	0	0	167	30	24	303	128	100	872	631	26	522	3	1	0	0	3	88	1	11	990	28	810	14	5	742	0	30	3	1	0	114	336	148	4	202	15	494	17	504	403	15	42	5	0	1	31	21	138	107	379	96	3	193	10	384	4	262	0	1	0	30	0	0	0	0	500	30
sq124	3	0	0	1	0	0	0	17	1	15	467	329	30	217	129	3	75	1	1	0	0	27	202	72	16	447	19	247	4	2	44	6	52	22	0	2	37	82	701	26	677	9	334	7	369	44	6	172	9	10	1	54	7	88	3035	212	1227	2	65	5	121	0	44	0	8	0	14	0	0	0	0	29	0
sq125	5	23	85	110	806	85	89	15	13	5	1	2	17	8	89	25	45	65	133	143	34	2	0	0	56	15	47	22	72	8	26	367	129	1	609	116	150	47	0	23	5	36	14	143	8	23	50	40	8	11	17	3	39	54	4	4	1	13	8	107	34	361	299	1038	2537	675	2	523	0	0	0	1	13
sq126	1	797	58	609	122	396	33	223	33	15	73	36	12	264	549	16	312	20	708	101	298	1	29	5	12	195	12	212	1	6	59	77	693	2	70	228	43	68	42	2	41	10	215	18	196	140	16	317	27	32	37	623	12	121	38	61	14	3	42	10	27	16	159	38	526	13	19	236	0	0	0	75	11
sq127	2	64	3	21	9	34	3	81	10	26	220	216	44	567	316	23	682	5	63	4	9	25	195	14	15	873	24	318	5	6	325	17	112	12	39	41	71	160	180	7	596	17	280	7	295	263	7	178	10	5	8	218	20	111	673	451	595	3	180	8	157	1	162	6	83	1	27	59	0	0	0	159	10
sq128	7	0	2	0	0	0	0	116	10	31	451	311	53	654	325	18	339	3	1	0	0	6	202	1	12	903	19	514	6	3	345	4	63	10	2	0	76	230	254	6	401	20	438	8	491	198	22	136	2	1	0	68	9	70	356	423	308	2	145	1	234	2	107	0	0	0	27	1	0	0	0	312	9
sq129	7	5	0	0	0	1	0	117	2	13	147	56	33	665	375	4	382	1	2	1	0	8	38	11	34	1595	34	625	6	2	470	5	11	18	0	0	45	282	166	16	323	27	701	6	342	223	8	26	5	2	0	2	1	31	227	263	178	8	268	12	385	1	123	0	0	0	19	0	1	0	0	214	5
sq130	85	0	4	0	1	0	0	2	411	322	0	4	502	0	0	451	5	215	0	0	3	41	0	53	213	1	522	0	133	170	0	5	1	340	0	0	50	36	1	573	25	224	0	893	0	0	30	0	18	55	5	4	13	46	18	0	8	296	29	693	60	368	62	0	1	0	567	0	0	0	0	2	764
sq131	42	0	27	0	21	0	3	0	82	108	0	4	156	1	1	143	3	231	7	3	2	21	1	29	161	0	369	2	227	232	3	53	0	206	4	0	146	17	0	466	30	124	0	462	0	0	33	0	14	178	27	1	37	25	17	2	11	261	21	794	66	2581	233	99	176	0	188	1	0	0	0	3	143
sq132	2	2	0	0	0	0	0	35	4	13	538	580	6	325	195	1	97	3	1	0	0	12	274	13	17	875	7	259	4	2	82	14	92	21	2	1	5	149	419	8	530	19	361	7	510	46	18	434	14	10	0	121	5	26	879	227	398	6	236	1	216	0	52	0	0	1	13	2	1	0	0	102	3
sq133	0	214	27	571	275	485	81	126	37	6	17	21	45	185	303	16	454	28	341	144	446	2	13	3	15	140	41	205	33	10	316	62	445	1	60	79	68	93	11	1	28	8	86	25	83	217	28	176	1	3	0	22	27	156	9	72	5	1	33	4	79	13	502	80	226	24	6	793	1	0	0	100	9
sq134	6	19	1	6	0	0	0	232	24	1	41	10	20	433	613	22	960	9	34	1	0	3	17	8	26	597	63	771	25	25	749	7	69	6	0	5	16	351	46	5	107	21	429	9	174	422	1	28	1	0	0	3	15	153	66	156	42	6	175	23	232	53	600	0	20	0	15	3	0	2	0	249	8
sq135	4	112	19	3	1	0	0	308	76	13	50	8	62	424	749	52	727	72	52	0	1	0	13	2	46	272	81	401	40	40	486	59	332	13	0	20	16	194	23	1	30	45	204	77	151	380	50	355	122	24	2	367	31	168	20	86	7	0	55	4	223	4	645	0	3	0	52	5	0	0	0	310	30
sq136	91	19	34	12	35	101	72	6	13	215	195	384	116	84	374	35	76	83	15	19	19	193	182	319	92	124	230	121	62	79	40	82	35	867	59	30	19	10	138	315	351	288	646	141	21	53	94	149	115	50	29	318	2	1	227	11	149	68	91	24	89	13	61	3	61	0	85	24	0	0	0	2	11
sq137	1	52	1	32	14	22	5	66	5	11	201	191	29	500	256	22	637	7	44	1	12	5	183	9	9	691	28	234	1	2	301	20	102	11	7	14	79	111	174	3	549	7	240	9	250	215	6	139	5	0	2	106	20	98	610	393	622	2	143	4	150	1	159	6	89	2	18	34	1	0	0	118	7
sq138	3	100	2708	10	294	0	8	106	707	6	0	1	133	34	164	90	88	1112	131	7	13	0	0	0	11	4	69	14	54	29	3	190	12	2	32	0	73	24	1	3	0	1	3	146	10	3	70	8	57	15	40	46	31	75	1	4	0	4	1	22	10	144	147	178	530	21	37	28	0	0	0	8	218
sq139	15	0	0	0	0	0	0	58	12	77	606	389	70	415	282	13	203	4	2	0	0	32	232	26	90	796	29	214	5	7	83	18	44	22	2	4	92	179	286	27	316	45	384	21	387	66	39	222	10	2	5	134	14	67	785	261	346	1	169	18	166	6	73	0	6	0	40	1	0	0	0	97	11
sq140	0	457	11	193	18	82	2	213	18	0	108	113	10	465	537	6	859	5	288	7	34	2	89	0	1	401	6	319	0	1	156	6	175	2	22	88	54	126	47	7	161	2	284	3	313	340	9	195	4	3	4	177	21	146	65	147	26	1	94	7	98	7	270	26	218	8	2	256	0	0	0	193	7
sq141	1	0	0	84	1019	119	153	0	5	4	0	0	19	0	1	6	0	15	12	526	148	4	0	2	7	0	2	1	1	4	0	597	27	2	812	20	13	1	0	7	0	3	0	0	1	0	100	0	491	334	696	142	34	50	0	0	2	1	2	4	0	3	3	373	755	29	35	1172	0	0	0	1	6
sq142	2	0	0	0	0	0	0	48	4	17	554	390	10	357	187	0	164	0	5	0	0	14	249	55	5	568	9	176	0	3	78	27	260	15	1	1	11	90	334	1	448	2	272	3	344	66	23	620	27	4	2	332	5	109	734	259	528	0	109	1	116	0	41	0	0	0	7	0	0	0	0	156	1
sq143	18	63	330	17	136	11	27	14	86	65	26	9	336	79	60	68	81	205	35	15	7	1	10	0	75	71	89	26	16	15	5	1260	307	15	1016	120	151	34	5	5	12	65	32	42	50	10	264	80	311	125	59	526	29	87	4	30	5	2	20	11	35	16	98	32	245	5	73	452	0	0	0	34	148
sq144	0	275	10	790	310	1331	162	37	2	0	1	0	1	7	19	0	16	11	574	241	1227	0	1	1	0	0	1	3	0	0	11	26	478	0	75	380	5	14	5	1	0	0	1	2	0	9	1	79	4	4	1	28	8	48	2	1	1	0	2	0	0	8	136	317	347	90	0	662	0	0	0	3	0
sq145	0	101	2	63	20	58	9	91	7	9	220	109	26	534	356	13	812	7	110	8	45	1	129	3	8	631	7	234	2	3	388	16	164	3	19	23	91	128	80	4	271	0	252	1	206	275	1	136	10	0	9	247	27	159	195	320	210	1	111	1	117	4	230	15	138	0	10	59	0	0	0	172	10
sq146	18	0	0	0	0	0	0	23	37	100	106	68	301	303	255	36	231	19	0	0	0	65	25	41	699	896	390	501	67	52	135	0	1	68	0	0	30	224	107	29	129	436	400	182	154	60	3	12	4	0	0	4	3	5	207	108	76	31	324	25	418	2	41	0	0	0	54	0	0	0	0	153	49
sq147	6	3	0	0	0	0	0	58	12	40	133	68	97	414	516	21	260	3	8	0	0	20	42	10	150	1001	109	526	41	31	230	3	5	11	1	1	164	261	172	17	154	80	1031	42	240	111	3	20	0	2	0	2	6	56	262	119	115	4	219	14	243	12	240	0	2	0	33	1	0	0	0	98	20
sq148	60	7	130	2	8	0	0	19	119	472	36	40	637	38	100	221	109	154	7	0	1	65	18	76	436	45	659	43	167	177	12	242	16	371	50	3	192	69	15	50	37	280	46	294	27	29	130	10	201	59	16	120	32	82	80	42	27	42	84	71	131	26	159	6	19	1	266	8	0	0	0	27	325
sq149	2	3	16	136	2303	460	819	4	43	4	0	2	6	2	22	22	13	30	22	821	200	8	1	2	4	6	12	4	27	25	10	106	13	8	581	45	49	7	0	3	0	2	0	33	0	5	9	2	5	2	6	2	164	36	7	2	4	8	2	48	10	203	31	311	302	38	10	426	0	0	0	0	20
sq150	6	1	0	0	0	0	0	2	0	10	241	332	6	29	6	1	12	0	4	0	0	62	222	56	2	60	1	18	1	0	9	2	51	23	0	0	3	8	511	15	802	0	27	0	135	12	2	295	4	0	0	19	3	45	2422	95	1856	0	9	0	11	1	20	1	3	0	7	1	0	0	0	4	0
sq151	2	7	0	0	0	1	0	115	28	6	171	120	20	556	721	14	506	9	6	0	0	1	75	1	13	566	16	503	6	7	388	11	45	3	0	0	71	194	75	2	151	5	294	22	538	387	7	101	9	11	1	75	25	125	59	218	34	6	122	7	206	11	353	0	11	1	3	3	0	0	0	393	12
sq152	1	0	0	0	0	0	0	28	0	15	582	452	4	337	113	1	127	0	1	0	0	8	280	11	9	623	6	202	3	1	59	5	86	5	0	0	2	116	307	6	377	9	303	0	449	69	5	332	7	12	0	109	4	51	986	231	593	0	140	1	133	0	25	0	3	0	6	0	1	0	0	95	1
sq153	1	38	199	18	874	109	403	49	75	8	3	1	27	5	30	23	16	155	56	262	14	5	0	5	15	9	46	17	28	15	11	766	182	7	586	53	78	4	1	33	4	11	3	58	10	10	88	44	24	58	27	23	74	48	4	4	2	15	5	63	8	223	83	436	1518	4	21	176	0	0	0	3	22
sq154	0	129	6	141	73	408	88	108	2	6	76	47	18	269	229	16	338	10	113	112	233	3	65	3	4	340	14	148	4	2	188	37	280	2	151	258	46	97	46	2	125	3	161	9	160	122	8	203	22	11	17	685	35	225	97	166	99	0	56	2	62	1	161	47	247	25	11	280	0	0	0	93	1
sq155	0	0	0	0	0	0	0	39	2	31	208	155	47	399	206	4	172	0	0	0	0	35	126	40	87	1315	75	351	9	8	108	1	35	21	0	0	9	189	287	6	347	53	603	15	270	66	7	58	5	0	0	53	7	18	392	239	236	10	190	0	170	0	31	0	0	0	30	0	0	0	0	133	9
sq156	0	215	21	1013	132	1047	32	41	16	0	2	1	3	6	8	1	8	32	557	78	1529	1	1	1	0	1	0	1	2	5	14	58	432	0	39	173	0	7	1	0	0	0	0	0	0	3	4	20	2	0	0	15	3	33	0	1	0	0	1	1	1	1	105	42	188	7	2	973	0	0	0	1	0
sq157	46	0	0	0	1	0	2	0	5	74	0	3	157	3	1	12	4	5	0	1	0	206	4	120	416	0	156	1	30	4	1	21	0	44	2	0	396	16	1	2299	72	247	3	76	1	1	40	1	28	398	219	6	11	9	107	1	48	382	17	623	34	150	12	24	1	8	81	2	1	0	0	0	38
sq158	1	247	8	81	25	15	0	122	9	6	175	118	22	398	417	17	625	13	183	6	11	2	84	2	8	367	24	303	6	3	328	19	162	4	3	14	47	112	63	2	92	14	209	11	296	269	3	152	3	2	1	36	11	130	73	228	40	1	95	12	107	12	355	15	117	1	14	35	0	0	0	169	6
sq159	3	1	17	24	729	52	237	2	11	6	1	1	30	2	9	12	5	40	69	204	7	3	0	0	22	3	47	12	61	69	4	588	56	4	237	9	36	5	0	2	3	9	3	55	7	5	11	3	8	5	5	6	22	13	0	1	0	7	1	87	12	208	79	1094	1982	181	7	70	0	0	0	4	16
sq160	0	381	17	132	16	72	0	224	4	0	109	92	5	328	475	3	677	1	238	15	33	0	64	0	4	256	7	178	2	1	157	8	203	2	12	101	21	93	42	0	76	4	151	6	205	219	0	246	3	2	5	191	13	131	53	121	29	1	53	7	64	4	240	32	244	12	3	243	0	0	0	144	2
sq161	34	0	15	1	10	7	3	2	38	131	28	40	184	21	24	21	41	14	1	0	0	150	11	34	389	50	127	21	30	11	11	44	9	30	61	6	491	27	19	569	68	177	49	163	43	7	63	7	65	166	636	76	38	19	77	22	26	312	33	865	43	314	11	63	37	132	38	16	0	0	0	2	83
sq162	0	72	7	32	11	11	2	123	13	1	45	39	15	484	444	15	992	9	77	3	1	2	27	2	15	439	40	373	18	10	434	12	42	0	4	3	96	185	24	6	112	4	226	8	161	398	5	41	2	2	1	12	30	154	36	180	42	5	88	15	89	11	331	8	37	0	6	13	0	0	0	156	3
sq163	6	0	251	0	816	47	254	3	42	12	0	1	45	1	1	48	2	290	12	175	4	12	0	21	24	0	147	2	116	101	0	710	2	12	260	0	92	8	0	36	1	42	0	173	0	0	91	4	53	99	17	12	57	23	3	0	4	33	4	39	22	155	42	705	925	16	23	157	0	2	0	0	40
sq164	5	1	55	2	222	7	21	0	40	0	0	0	9	1	3	39	0	327	29	23	2	0	0	0	3	0	96	3	342	158	2	427	1	1	126	10	82	10	0	0	1	4	0	416	0	1	78	0	1	2	5	5	46	127	3	0	0	0	0	67	18	1048	685	352	1244	10	2	43	0	0	0	0	31
sq165	3	465	17	103	67	54	7	317	40	30	163	127	44	304	418	21	392	17	138	13	49	8	77	10	14	163	8	116	0	2	73	19	274	5	72	127	29	68	45	0	98	3	113	11	249	78	18	245	17	12	8	350	19	131	60	162	38	0	58	0	51	2	102	6	73	4	10	139	0	1	0	255	14
sq166	0	80	7	134	66	21	4	146	30	7	34	9	24	373	675	34	244	22	191	22	23	1	8	0	15	398	47	551	16	15	201	67	326	2	15	19	92	125	25	2	15	8	386	24	124	242	5	69	1	1	0	8	15	126	15	40	4	2	42	10	106	37	411	22	255	6	13	20	0	0	0	86	13
sq167	0	3	1	3	1	1	0	25	0	20	548	341	10	243	103	3	147	3	4	0	1	2	215	10	7	479	8	144	3	1	41	2	11	7	0	4	23	80	289	15	480	2	221	2	325	41	3	78	1	2	1	32	3	11	897	229	698	5	108	2	112	0	31	0	1	1	7	7	1	0	0	55	3
sq168	3	320	607	1	0	8	1	106	75	5	3	1	31	5	138	76	127	1175	113	2	29	1	1	1	18	4	175	46	108	125	45	773	660	3	7	17	7	32	0	0	2	24	7	185	7	33	379	139	55	4	0	10	13	85	0	5	1	3	8	3	66	10	203	0	8	1	11	0	0	1	0	20	24
sq169	2	168	3	177	55	170	19	89	5	6	76	60	27	338	251	14	586	7	161	37	137	2	73	3	3	373	17	161	5	2	297	13	186	6	27	62	44	84	60	2	121	2	148	3	146	206	2	105	6	9	2	150	23	122	75	182	84	1	69	6	87	5	194	34	241	4	9	184	0	0	0	119	1
sq170	1	19	168	57	1373	58	121	1	27	0	0	1	172	16	29	18	14	222	81	226	30	0	0	0	107	14	143	14	64	51	12	668	56	1	196	15	37	30	0	3	3	65	13	90	10	11	152	11	43	8	11	13	21	25	1	9	0	4	9	31	34	32	80	312	667	18	17	312	0	0	0	2	32
sq171	23	30	16	0	2	2	0	110	26	64	199	207	115	348	221	23	165	8	2	0	0	32	82	25	139	412	56	166	17	12	79	72	163	28	13	19	48	133	157	2	162	93	300	43	283	56	37	206	73	9	6	517	17	90	197	132	113	0	127	5	112	1	95	2	30	0	31	12	0	0	0	93	15
