X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X7	X8	X9
sq100	160	0	1	0	26	591	42	835	37	805	14	9	22	1	2	2	19	1155	43	619	15	382	258	57	400	6	12	11	288	27	844	13	302	21	24	498	28	35	1023	229	12	204	25	256	257	18	376	1	35	1	8	158	329	464	13	16	0	55	2	4
sq101	43	480	225	56	11	73	35	237	28	527	33	8	440	122	137	2	9	179	23	139	10	139	118	107	314	118	175	7	20	5	87	33	176	30	24	204	4	16	158	9	3	32	14	88	159	41	453	422	2501	101	868	273	283	115	35	29	0	324	41	411
sq102	95	25	94	11	2	187	4	751	8	1283	9	1	364	20	51	1	10	568	13	324	5	289	274	18	453	48	186	1	170	2	318	13	383	1	1	420	8	6	282	50	1	118	9	161	379	11	412	51	362	18	420	766	0	286	10	4	0	740	14	214
sq103	9	504	32	38	77	6	179	13	188	109	1245	49	163	83	34	1	41	7	230	24	264	37	11	1863	271	202	16	13	6	46	2	231	23	112	323	83	274	51	280	3	5	11	18	30	7	165	609	52	862	2	199	197	7	29	14	139	0	183	965	30
sq104	98	0	0	0	8	207	72	1161	26	776	7	12	14	0	0	8	61	2524	41	847	4	335	337	1	14	0	0	49	560	61	1303	8	299	22	0	25	0	0	3	186	15	363	24	339	249	13	212	0	3	0	0	106	50	5	45	16	0	34	1	2
sq105	76	45	81	9	18	249	48	349	20	565	29	14	165	10	19	0	15	116	30	200	9	123	246	239	1190	421	718	2	38	7	85	24	148	27	76	1072	51	50	797	12	1	38	9	37	212	16	385	29	319	5	530	366	13	674	21	17	0	286	51	74
sq106	8	160	190	169	41	16	32	37	5	24	3	20	15	101	61	20	20	56	11	36	5	6	35	302	170	2323	546	16	18	16	40	12	10	16	58	153	567	689	1980	14	1	6	7	8	12	9	28	101	541	237	1175	5	119	52	25	8	0	20	18	64
sq107	86	54	29	4	22	225	48	903	19	1242	26	15	128	11	16	10	19	933	22	667	5	665	335	31	199	14	18	2	224	14	545	20	476	13	23	210	1	0	13	94	3	170	14	357	586	10	610	23	145	0	81	693	0	23	15	17	0	199	13	88
sq108	95	19	108	9	4	211	16	716	23	965	11	5	290	13	37	2	5	656	14	281	2	266	275	17	288	30	171	10	297	2	323	16	269	12	3	322	8	7	384	167	3	144	7	157	245	9	284	46	376	17	459	422	378	233	0	3	0	633	19	196
sq109	42	270	384	127	55	87	48	70	56	82	82	27	101	300	181	5	15	26	12	18	7	12	30	333	293	1471	1174	12	16	4	11	23	26	43	147	210	123	238	1004	4	1	12	2	13	36	16	100	74	380	86	1144	140	0	354	0	69	0	110	88	128
sq110	251	16	113	7	21	498	26	537	11	672	25	11	293	5	30	2	9	186	6	36	6	24	335	37	530	71	252	10	233	3	55	4	75	18	24	518	43	9	657	51	1	35	1	26	190	4	105	45	634	17	703	269	491	438	0	12	0	704	50	322
sq111	0	219	60	297	311	0	189	0	123	0	598	219	28	118	5	15	50	1	109	0	60	0	0	1039	1	491	1	400	8	34	1	239	0	228	411	0	585	563	141	2	78	1	220	4	1	1112	98	174	781	7	79	0	0	1	38	176	0	0	293	0
sq112	44	50	31	5	9	70	57	706	23	1748	10	6	385	7	22	1	22	420	57	482	18	561	173	24	155	7	10	0	123	30	327	25	793	8	8	118	0	1	25	13	2	144	41	349	203	33	753	45	287	4	57	352	2	28	35	3	0	240	5	202
sq113	0	813	87	90	5	1	17	8	26	46	66	1	133	143	34	2	56	15	47	23	8	27	4	372	129	619	116	23	5	36	14	144	23	2	51	40	9	17	3	1	13	8	108	34	1	361	304	1053	2563	681	525	61	46	8	101	13	0	25	87	110
sq114	78	58	25	18	45	450	59	569	44	864	24	16	49	19	8	2	19	254	46	185	8	117	237	264	730	517	522	2	73	32	127	70	332	17	70	620	32	61	293	19	4	74	9	82	302	49	227	356	185	25	227	211	0	313	22	34	0	77	18	15
sq115	329	0	6	0	7	621	16	947	7	509	0	9	6	1	1	7	6	1592	4	264	0	99	481	5	226	9	26	14	587	8	473	0	88	13	1	276	7	10	667	347	3	226	7	159	288	0	60	8	23	1	34	48	67	511	0	2	0	35	2	9
sq116	1	16	0	4	157	0	591	0	208	1	592	212	5	0	5	8	277	1	553	2	186	0	0	96	1	12	0	242	8	232	1	1136	0	360	239	0	179	80	16	1	180	14	535	33	1	1581	129	14	18	1	0	1	0	0	7	546	0	1	474	0
sq117	18	0	0	0	16	68	34	697	12	856	5	21	6	0	0	12	45	1198	35	777	27	1415	219	2	32	0	2	17	177	29	582	20	579	13	7	25	3	0	8	99	9	197	9	411	306	7	605	3	0	0	0	111	209	5	3	8	0	3	0	0
sq118	473	0	0	0	20	575	11	94	0	35	1	34	3	1	0	75	14	159	3	49	2	27	282	7	65	0	0	42	1214	5	61	4	42	21	5	366	11	1	44	3534	3	28	1	25	17	0	43	5	9	1	2	12	1263	56	30	2	0	2	0	0
sq119	203	0	0	0	307	381	284	344	15	128	5	210	0	0	0	235	719	1065	318	411	27	76	263	31	19	0	0	34	451	585	458	92	46	165	119	195	104	1	107	284	22	358	8	342	115	0	24	0	0	0	0	11	0	167	0	43	0	0	0	0
sq120	24	374	56	67	39	77	447	292	129	418	76	41	129	82	52	8	184	356	351	259	99	187	137	377	284	126	49	26	69	99	219	124	124	132	14	86	27	14	38	12	13	90	99	140	71	113	260	326	1119	56	207	60	0	8	46	189	0	48	35	79
sq121	250	0	0	0	103	590	139	989	27	487	5	10	2	0	1	6	19	865	23	617	5	371	552	30	164	9	2	5	301	8	485	12	244	22	30	247	34	1	320	137	3	163	2	239	451	1	148	3	17	0	6	53	81	312	0	26	0	3	0	1
sq122	29	113	373	30	14	71	12	255	16	299	19	2	689	96	282	1	12	185	12	203	6	60	60	75	664	70	220	2	41	9	205	19	136	19	15	304	27	34	595	14	3	38	10	26	74	15	152	38	494	13	229	511	31	232	1	11	0	770	55	586
sq123	70	0	2	1	4	224	40	678	21	1264	15	6	62	0	0	0	7	783	28	880	16	551	265	7	93	0	1	6	130	5	654	11	503	11	3	90	3	0	51	74	13	152	33	211	476	43	460	0	18	0	0	349	0	45	5	16	0	95	0	4
sq124	88	0	0	0	24	305	100	881	27	530	3	3	2	0	0	3	11	999	28	816	5	754	385	0	30	1	0	4	205	15	497	17	404	30	15	42	5	1	31	98	3	194	10	388	502	4	262	0	1	0	0	72	92	41	0	31	0	5	0	0
sq125	1	310	1341	161	0	1	1	7	0	16	11	0	575	242	1236	0	0	0	1	3	1	11	1	27	482	76	382	1	0	0	1	2	9	0	1	79	4	1	28	1	0	2	1	0	3	8	137	320	351	91	664	228	5	9	0	0	0	276	10	798
sq126	1	21	0	3	107	0	158	1	145	3	231	207	7	4	2	21	162	0	372	2	234	3	2	53	0	4	0	469	30	125	0	473	0	188	33	1	14	27	1	11	264	21	803	66	3	2606	235	99	176	0	1	0	148	2	86	145	0	0	27	0
sq127	13	278	491	81	6	17	45	185	18	463	29	1	345	147	449	2	15	141	41	209	11	325	72	62	447	60	79	1	29	8	91	26	222	6	28	179	1	0	22	5	1	33	4	83	101	13	508	81	230	24	800	343	0	16	0	9	0	214	27	572
sq128	0	1	0	0	1	0	0	0	1	0	1	0	0	3	0	9	7	5	1	1	0	0	0	5	2	7	2	166	6	45	9	35	0	0	56	21	144	530	13	22	928	8	468	10	0	484	31	526	89	722	37	0	0	58	3249	0	0	0	2	0
sq129	0	1	0	0	325	0	507	0	457	5	219	346	0	0	3	41	219	1	522	0	172	0	0	5	1	0	0	580	25	228	0	905	0	572	30	0	18	5	4	8	297	30	703	60	2	377	64	0	1	0	0	0	0	0	176	769	0	0	4	0
sq130	196	9	34	3	26	218	46	566	24	681	6	12	63	4	9	25	15	874	24	318	6	325	448	17	113	39	41	7	600	18	283	7	262	27	7	181	10	8	218	596	3	183	8	156	159	1	162	6	82	1	57	77	151	158	3	10	0	63	3	20
sq131	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	1	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3660	10	190	0	3779	0	0	2
sq132	0	1025	120	154	4	0	19	0	6	0	15	2	12	533	150	4	7	0	2	1	4	1	0	602	27	817	20	7	0	3	0	0	0	35	100	0	491	705	145	2	1	2	4	0	1	3	3	380	759	29	1179	2	0	2	4	6	0	0	0	85
sq133	39	0	1	0	13	148	33	674	4	385	1	18	2	1	0	8	34	1615	35	628	3	474	267	5	11	0	0	17	331	28	716	6	226	20	8	26	5	0	2	178	8	271	13	390	218	1	123	0	0	0	0	54	399	0	0	5	0	5	0	0
sq134	13	1	0	0	14	51	64	428	52	738	72	13	52	0	1	0	47	273	82	406	40	491	86	60	336	0	20	1	30	47	208	77	385	52	50	357	122	2	373	7	0	55	4	228	317	4	652	0	3	0	5	350	0	540	0	31	0	114	19	3
sq135	10	136	11	27	66	26	337	79	68	82	207	15	36	15	7	1	75	73	92	26	15	5	31	1265	308	1017	122	5	12	65	32	44	10	73	263	80	314	59	529	5	2	20	11	35	34	16	97	32	245	5	455	48	0	66	14	148	0	63	331	17
sq136	1	2314	461	821	4	0	6	2	22	13	30	8	22	825	201	8	4	6	12	4	26	10	2	106	13	588	45	3	0	2	1	33	6	10	9	3	5	6	2	4	9	2	50	10	0	205	31	315	304	38	429	7	0	1	19	20	0	3	16	137
sq137	185	14	22	5	12	204	33	502	22	639	7	11	44	1	12	5	9	694	28	239	2	302	400	20	102	7	14	3	555	7	242	9	217	18	6	140	5	2	106	624	2	144	4	150	119	1	160	6	88	2	34	85	743	84	20	8	0	53	1	32
sq138	0	295	0	8	6	0	133	34	90	88	1119	2	135	7	13	0	11	4	70	14	29	3	4	192	12	34	0	3	0	1	3	147	3	37	70	8	58	40	46	0	4	1	22	10	8	147	147	179	533	21	28	111	195	2	11	218	0	100	2727	10
sq139	0	883	109	408	8	3	27	5	23	16	155	7	57	263	14	5	15	9	48	17	16	11	4	778	184	592	53	33	4	11	3	59	10	21	90	45	24	27	24	2	15	5	64	8	3	227	84	437	1532	4	177	26	110	3	70	22	0	38	201	18
sq140	1	135	1062	33	0	2	3	6	1	8	32	0	565	78	1541	1	0	1	0	1	6	14	1	59	437	40	175	0	0	0	0	0	3	2	4	20	3	0	15	0	0	1	1	1	1	1	105	44	190	7	997	134	36	3	9	0	0	220	21	1027
sq141	17	0	0	0	1	41	21	435	22	968	9	6	34	1	0	3	26	602	64	778	25	758	158	8	69	0	5	5	107	21	432	9	426	15	1	28	1	0	3	43	7	176	23	232	250	53	600	0	20	0	3	198	240	5	10	8	0	20	1	6
sq142	89	17	81	2	0	108	10	470	6	872	5	2	288	7	35	2	0	402	6	319	1	158	149	6	178	22	89	7	161	2	285	3	338	2	9	197	4	4	178	26	1	93	7	100	193	7	272	27	219	8	256	392	0	108	8	7	0	459	11	197
sq143	184	35	103	72	216	196	116	85	37	76	83	874	15	19	19	194	94	124	232	122	79	40	11	83	35	59	31	318	354	291	651	144	53	86	95	150	115	29	321	152	68	91	24	89	2	13	61	3	61	0	25	37	16	119	162	11	0	19	34	12
sq144	66	73	413	89	6	78	18	277	16	341	10	2	115	114	235	3	4	344	14	150	2	191	170	37	282	151	265	2	125	3	164	9	123	12	8	203	23	17	689	99	0	56	2	63	93	1	161	47	248	25	284	158	0	336	17	1	0	132	6	142
sq145	202	0	0	0	31	457	55	662	18	344	3	10	1	0	0	6	12	909	19	521	3	352	423	4	63	2	0	6	404	21	440	8	199	27	23	138	2	0	68	313	2	146	1	237	315	2	110	0	0	0	1	39	1	95	0	9	0	0	2	0
sq146	0	731	53	237	6	1	31	2	13	5	41	3	69	203	7	3	22	3	49	12	71	4	1	591	56	239	9	2	3	9	3	55	5	7	13	3	8	5	6	0	7	1	87	12	4	208	81	1097	1994	182	70	5	193	0	86	16	0	0	17	24
sq147	130	20	58	9	9	221	26	538	13	816	7	3	111	8	45	1	8	632	7	234	3	391	322	16	165	19	23	4	272	0	254	1	277	10	1	137	10	9	249	210	1	111	1	117	172	4	231	15	139	0	59	140	18	153	43	11	0	103	2	63
sq148	278	0	0	0	13	547	6	334	1	102	3	21	1	0	0	12	18	892	7	263	2	84	231	14	93	2	1	8	538	20	366	7	46	13	18	441	14	0	123	406	6	240	1	218	103	0	53	0	0	1	2	24	728	304	4	4	0	2	0	0
sq149	25	0	0	0	100	108	303	309	36	233	19	68	0	0	0	67	707	903	395	504	53	139	109	0	1	0	0	30	131	440	409	182	62	55	3	12	4	0	4	76	32	327	25	422	157	2	41	0	0	0	0	19	0	2	20	49	0	0	0	0
sq150	249	0	0	0	17	558	10	362	0	166	0	15	5	1	0	14	6	574	9	176	3	79	258	28	262	1	1	1	453	2	281	3	67	7	23	621	27	2	331	530	0	110	1	116	156	0	42	0	0	0	0	17	83	913	0	1	0	0	0	0
sq151	206	0	0	0	15	487	31	223	3	75	1	25	1	0	0	29	16	459	19	253	2	47	223	6	56	0	2	26	697	9	346	7	44	15	7	179	9	1	58	1261	2	67	5	123	32	0	44	0	9	0	0	15	1323	74	14	0	0	0	0	1
sq152	17	8	0	0	478	37	644	39	229	111	156	378	7	0	1	65	436	45	663	45	177	12	42	243	15	50	3	50	37	280	46	297	29	269	131	10	203	17	124	27	42	85	71	132	28	26	159	6	20	1	8	18	0	9	52	324	0	7	131	2
sq153	11	10	7	3	131	29	185	21	21	41	14	31	1	0	0	150	394	50	128	21	11	11	22	44	9	61	6	575	69	177	51	164	7	39	63	7	66	641	76	26	315	33	873	44	2	317	11	63	37	132	16	2	801	28	275	83	0	0	15	1
sq154	4	1	0	2	73	0	160	3	12	4	5	44	0	1	0	209	422	0	157	1	5	1	1	21	0	2	0	2306	72	249	3	77	1	81	41	1	28	221	6	48	384	17	630	35	0	150	11	24	1	8	2	0	0	1	827	38	0	0	0	0
sq155	1	0	8	1	5	3	32	5	78	127	1188	3	111	2	29	1	18	4	180	47	126	47	5	778	665	6	17	0	2	25	7	185	33	11	378	139	55	0	10	1	3	7	3	66	20	10	204	0	7	1	0	656	0	39	0	25	0	324	618	1
sq156	80	55	170	19	9	88	34	377	15	626	9	7	164	37	138	2	3	420	19	182	2	321	204	13	190	27	62	2	141	3	168	3	213	13	2	112	6	2	157	99	1	81	7	99	127	5	201	34	241	4	186	176	206	92	1	3	0	168	3	179
sq157	0	1389	58	123	0	0	174	16	19	14	224	1	82	226	31	0	107	15	147	14	51	12	9	679	58	197	15	3	3	65	13	93	11	17	155	11	43	12	13	0	4	9	32	34	2	32	80	311	676	18	319	68	22	12	2	32	0	19	169	58
sq158	284	0	0	0	16	587	4	343	1	128	0	5	1	0	0	8	9	627	6	203	1	59	233	5	87	0	0	6	380	9	309	0	69	6	5	336	7	0	109	600	0	140	1	135	97	0	26	0	3	0	0	11	813	292	0	1	0	0	0	0
sq159	42	0	0	0	40	133	98	415	21	262	4	11	8	0	0	20	151	1006	109	530	31	229	119	3	5	1	1	17	154	80	1042	44	113	34	3	20	0	0	2	117	4	221	14	247	98	12	244	0	2	0	1	44	145	2	3	20	0	3	0	0
sq160	0	821	47	255	12	0	46	1	49	2	291	12	12	175	4	12	24	0	147	2	104	0	0	715	2	260	0	37	1	42	0	174	0	25	91	4	53	18	12	4	33	4	39	22	0	154	43	708	929	16	160	2	0	0	38	40	0	0	255	0
sq161	4	175	106	17	1	15	14	54	6	170	42	2	589	17	41	2	5	32	20	83	24	59	13	59	309	95	212	8	12	2	17	16	58	4	22	177	2	8	103	2	0	11	3	26	34	7	156	50	388	9	509	554	27	76	10	7	0	721	128	525
sq162	128	0	0	0	31	208	48	404	4	172	0	21	0	0	0	35	87	1329	75	354	8	109	241	1	35	0	0	6	351	54	608	15	67	30	7	58	5	0	54	239	10	191	0	171	134	0	31	0	0	0	0	26	312	96	3	10	0	0	0	0
sq163	234	0	0	0	78	608	73	423	13	205	4	23	2	0	0	32	91	806	29	214	7	84	261	18	44	2	4	27	318	46	389	21	66	40	39	224	10	5	134	348	1	169	19	167	98	6	72	0	6	0	1	24	91	126	35	11	0	0	0	0
sq164	0	225	8	21	0	0	9	1	39	0	333	1	29	23	2	0	3	0	96	3	160	2	0	429	1	127	10	0	1	4	0	423	1	2	80	0	1	5	5	0	0	0	71	18	0	1064	695	361	1255	10	44	0	10	0	72	32	0	1	56	2
sq165	65	16	72	0	0	110	5	332	3	679	1	2	239	15	33	0	4	258	7	179	1	161	121	8	204	12	103	0	76	4	152	6	219	3	0	248	3	5	193	29	1	54	7	65	144	4	241	32	245	12	245	347	0	146	0	2	0	384	17	133
sq166	84	25	15	0	6	176	22	407	17	630	13	4	186	6	11	2	8	373	24	308	3	329	231	19	164	3	14	2	93	14	214	11	274	14	3	154	3	1	36	41	1	95	12	109	170	12	358	15	119	1	35	310	0	63	4	6	0	249	8	84
sq167	80	69	54	7	30	165	44	308	21	399	17	5	137	14	49	8	14	163	8	116	2	74	162	19	275	72	128	0	100	3	113	11	80	10	19	246	17	8	353	38	0	58	0	51	257	2	102	6	74	4	138	398	0	450	0	14	0	468	17	104
sq168	76	0	1	0	6	173	20	563	14	514	9	3	6	0	0	1	15	572	16	509	7	390	218	11	45	0	0	2	151	5	296	22	391	3	7	103	9	1	76	34	7	126	7	206	399	11	360	0	11	1	3	47	0	107	0	12	0	7	0	0
sq169	98	15	40	3	4	225	19	278	3	344	9	7	174	4	17	0	5	166	8	105	0	57	180	37	357	48	179	4	80	5	86	7	66	4	6	224	24	17	521	43	0	37	4	33	137	2	84	15	136	0	200	209	84	483	0	6	0	537	5	131
sq170	27	11	11	2	1	46	16	488	15	1002	9	0	80	3	1	2	15	446	43	386	10	438	181	12	44	4	3	6	114	4	231	9	402	6	5	42	3	1	12	42	5	88	15	89	157	11	337	8	37	0	13	174	34	12	3	3	0	72	7	33
sq171	8	66	21	4	8	34	24	374	35	245	22	2	193	22	23	1	15	401	47	557	15	202	40	68	330	15	20	2	15	8	387	24	245	13	5	69	1	0	7	5	2	42	10	106	86	37	414	22	255	6	20	259	90	11	36	13	0	83	7	135
sq172	43	69	418	45	8	46	17	249	14	380	12	5	141	81	183	1	5	349	7	153	0	216	124	20	116	60	86	4	112	3	137	0	157	11	3	80	4	2	177	66	0	64	2	64	79	10	173	28	245	15	191	154	54	65	38	4	0	150	5	233
sq173	82	2	2	0	65	204	116	347	22	165	8	28	2	0	0	34	142	413	57	166	12	78	135	72	165	13	19	2	163	93	302	44	56	32	37	205	75	6	524	114	0	125	5	113	93	1	95	2	30	0	12	48	0	546	14	15	0	30	16	0
sq174	219	0	0	1	6	502	5	243	0	84	0	8	3	0	0	4	3	367	5	70	2	52	213	5	251	8	21	5	302	1	111	3	42	5	7	606	20	3	401	390	2	62	2	75	38	0	37	3	14	1	13	9	401	462	15	0	0	0	1	3
sq175	55	0	0	0	135	117	304	287	149	479	86	102	3	0	0	15	116	196	171	126	114	157	139	76	97	0	0	2	104	72	161	136	121	118	88	102	199	0	99	77	0	54	5	102	160	6	153	1	0	0	0	54	0	152	0	160	0	10	11	0
sq176	226	0	0	0	11	245	7	30	1	12	0	25	5	0	0	65	2	61	2	18	0	10	98	2	55	0	0	15	817	0	27	0	12	8	2	306	4	1	19	1891	0	10	0	11	4	1	22	1	3	0	1	9	926	48	0	0	0	1	0	0
sq177	0	656	70	440	9	4	57	1	17	3	36	8	3	325	9	1	12	6	36	7	12	7	1	207	15	342	16	26	3	5	4	33	3	13	11	6	10	22	7	1	4	0	81	9	1	159	45	550	763	212	310	3	155	2	146	32	0	1	21	6
sq178	0	2	2	0	1	8	2	0	1	3	1	2	0	2	4	2	2	3	7	1	0	0	0	1	0	1	3	3	0	10	1	5	2	1	3	1	1	2	2	1	1	0	1	1	0	2	2	0	2	5	1	0	2655	4	175	2	1943	0	1	1
sq179	0	68	1	1	29	3	175	6	75	32	219	10	12	1	0	2	21	4	81	9	28	3	12	954	124	894	38	2	3	17	4	24	8	83	149	27	268	59	301	2	0	7	1	5	13	14	56	41	98	6	118	21	0	44	12	92	0	37	557	2
sq180	60	0	0	0	261	240	222	145	37	123	11	152	0	0	0	140	428	350	357	162	55	75	123	2	3	0	0	10	254	295	190	99	42	113	45	29	18	0	8	189	1	134	2	150	70	0	39	0	0	0	0	19	47	20	3	28	0	0	0	0
sq181	213	1	1	0	20	549	9	246	3	150	3	7	4	0	1	2	7	481	8	144	1	41	231	2	11	0	4	15	486	2	224	2	42	7	3	78	1	1	34	706	5	108	2	114	56	0	32	0	1	1	7	13	607	27	7	3	0	3	1	3
sq182	39	3	0	0	186	79	333	162	117	175	89	104	2	0	0	13	197	115	256	57	72	89	146	470	34	12	0	17	51	150	63	263	76	168	66	33	52	16	6	19	7	56	43	102	129	121	160	114	11	2	2	47	0	11	8	157	0	1	2	0
sq183	100	0	0	0	8	255	5	427	5	211	1	2	1	0	0	3	12	1053	8	265	1	104	203	0	13	0	0	5	280	13	461	2	66	19	1	77	3	1	10	179	1	153	1	147	212	0	22	0	0	0	0	34	117	69	13	5	0	0	0	0
sq184	0	260	2	1	0	0	36	22	72	181	1039	0	156	0	8	0	0	0	2	2	1	0	0	0	1	0	0	0	0	1	0	4	1	2	2	1	0	0	2	0	0	0	0	1	2	2	7	0	10	0	0	481	0	0	0	18	0	530	1619	54
sq185	39	53	275	25	4	53	19	281	24	404	10	3	98	55	114	3	8	380	16	183	2	231	125	14	101	14	33	2	147	3	170	4	166	14	5	56	11	3	33	88	1	60	3	71	76	4	183	17	211	5	174	126	0	36	1	10	0	86	2	165
sq186	114	0	1	1	15	329	30	521	18	370	13	8	11	0	0	1	6	499	11	270	6	111	178	10	109	0	9	9	98	9	326	6	113	20	5	133	3	10	173	68	4	94	17	101	159	8	112	0	19	0	2	78	0	148	5	12	0	49	2	3
sq187	34	0	0	0	71	76	170	323	20	124	7	65	0	0	0	46	239	713	237	207	47	126	149	1	3	0	0	18	233	193	294	40	64	113	10	26	8	2	2	149	11	165	5	165	127	0	30	0	0	0	0	12	0	3	1	50	0	1	0	0
sq188	0	22	966	30	0	1	1	0	1	3	10	0	108	82	1459	0	0	2	0	1	0	3	1	25	279	24	148	1	0	0	0	0	7	0	6	106	7	1	13	0	0	1	0	1	1	1	48	2	116	2	341	87	0	14	0	0	0	83	9	321
sq189	68	0	0	0	18	167	34	484	12	335	1	2	3	0	0	3	6	395	13	382	1	433	225	5	29	0	0	0	107	2	205	23	276	13	4	41	1	3	24	36	1	84	2	197	355	3	174	1	0	0	0	42	0	57	0	19	0	1	0	0
sq190	20	101	149	18	0	17	2	113	2	202	2	1	521	40	255	0	0	64	2	65	1	82	17	10	171	4	45	0	12	1	40	6	92	0	1	40	0	2	24	2	0	18	5	57	19	3	181	63	451	12	384	111	0	11	0	1	0	132	4	710
sq191	0	262	157	1740	11	0	121	0	80	1	107	7	0	612	0	0	11	0	14	0	25	0	0	66	0	190	0	28	2	11	0	25	0	123	79	1	265	28	0	0	33	0	21	0	0	25	0	26	7	48	17	0	0	2	8	37	0	0	26	0
sq192	0	304	174	141	0	1	13	0	18	5	97	0	35	109	78	0	5	0	61	4	228	3	0	321	73	120	21	13	0	8	0	159	0	4	33	1	6	4	3	0	7	0	51	5	0	883	300	254	419	12	148	5	0	5	12	5	0	2	23	32
sq193	4	42	0	2	139	3	401	5	167	95	408	72	17	1	2	3	100	6	294	5	236	8	50	222	11	27	1	13	24	109	2	200	25	222	99	3	32	0	12	6	12	29	26	48	16	60	374	15	47	0	1	25	0	4	29	246	0	5	122	2
sq194	13	0	2	0	122	64	227	71	34	13	23	154	0	0	0	70	370	226	450	146	147	86	23	20	3	1	0	34	98	212	150	226	22	239	50	17	50	15	44	78	19	102	72	189	8	29	78	0	2	1	0	6	0	21	0	95	0	0	0	0
sq195	31	1	1	0	122	72	127	103	13	48	1	64	0	0	0	536	576	238	139	85	8	45	86	9	12	1	0	6	324	223	148	44	17	62	19	51	3	0	8	397	3	115	6	131	32	0	11	0	2	0	0	3	109	24	7	27	0	0	0	0
sq196	122	10	40	2	30	183	33	269	1	209	8	10	119	3	11	1	7	74	5	15	0	7	110	35	245	45	107	3	74	4	30	4	31	13	22	190	46	6	316	19	0	16	2	8	79	1	41	21	343	4	399	106	0	185	0	8	0	252	23	131
sq197	166	0	0	0	117	468	56	207	9	60	9	92	0	0	0	67	88	397	54	139	5	22	147	25	22	0	0	29	270	43	219	22	18	101	77	295	54	0	102	223	4	90	1	104	44	0	13	0	0	0	1	4	51	130	0	18	0	0	0	0
sq198	6	1	0	0	154	7	71	4	21	4	14	187	0	0	0	82	160	1	179	4	34	1	7	82	6	2	2	545	43	116	5	104	1	118	139	9	273	209	126	26	189	26	464	43	3	64	13	1	3	0	0	3	0	57	415	39	0	0	0	0
sq199	75	0	3	0	9	196	13	350	3	195	1	9	0	0	0	11	15	818	13	278	3	242	149	7	38	0	0	4	205	9	355	2	103	7	3	122	7	0	26	159	3	170	1	210	97	3	48	0	1	0	1	19	0	49	13	6	0	3	0	0
sq200	37	2	7	1	1	105	6	358	18	466	4	1	81	2	4	0	5	315	11	355	6	262	134	6	63	0	5	4	62	4	311	2	163	13	1	41	1	1	43	18	2	67	6	104	141	12	263	2	18	0	11	218	21	58	1	5	0	132	7	27
sq201	25	1	0	0	9	207	15	345	21	415	16	5	0	0	0	2	13	213	21	237	25	226	93	9	96	0	0	2	82	19	153	24	127	14	8	154	10	0	32	66	0	48	1	130	320	0	96	0	0	0	0	149	54	449	0	4	0	36	0	0
sq202	21	87	269	27	0	13	6	140	9	405	7	1	192	39	113	0	0	123	3	79	1	132	71	9	119	18	24	1	43	1	51	1	123	5	2	57	0	1	18	14	2	23	2	42	45	3	134	37	352	0	312	100	76	12	4	1	0	223	5	358
sq203	32	1	5	0	4	64	26	344	7	674	7	1	32	0	8	2	6	401	17	230	1	296	196	10	43	2	7	3	123	5	210	2	261	5	4	42	3	0	30	65	0	95	6	73	118	9	203	4	26	0	13	114	0	30	8	3	0	57	3	6
sq204	0	0	0	0	149	0	198	0	34	0	23	117	0	0	0	56	298	0	264	0	18	0	0	9	0	0	0	647	19	258	0	116	0	180	46	0	29	18	3	5	394	12	518	16	0	131	10	2	4	0	0	0	0	0	272	83	0	0	0	0
sq205	0	1	1	1	1	5	4	1	0	4	2	1	0	2	0	4	4	2	1	1	0	0	0	2	1	2	0	3	2	1	0	1	2	1	0	2	0	4	1	0	2	0	1	4	0	2	1	1	2	3	3	0	2282	1	142	0	1408	0	0	3
sq206	5	0	0	0	23	15	50	174	12	274	2	23	2	0	0	40	73	494	79	363	10	681	58	1	21	1	0	30	87	59	248	21	218	29	6	13	4	1	8	65	10	96	8	159	74	5	267	0	5	0	0	33	2	1	0	10	0	3	1	0
sq207	125	0	0	0	11	166	25	492	12	473	2	1	1	0	0	1	8	319	12	301	2	176	207	2	16	1	0	5	123	7	182	19	254	3	3	52	1	0	8	21	5	93	4	134	278	3	158	0	2	0	1	47	0	25	0	12	0	7	0	2
sq208	5	1	1	0	68	5	80	6	42	5	42	119	1	0	2	91	118	14	122	17	155	18	5	293	32	11	0	149	71	188	22	258	11	63	146	96	119	140	73	47	39	25	48	18	2	635	82	48	15	4	0	2	0	78	55	58	0	1	0	0
sq209	4	452	348	107	10	26	18	13	8	33	45	7	107	240	636	1	12	15	9	10	5	20	10	132	141	34	40	3	13	3	11	12	15	11	41	57	3	1	17	3	0	7	0	11	12	4	75	67	278	15	178	87	0	14	0	18	0	38	33	215
